"970","Butch","B","1"
"971","Butcher","B","1"
"972","Butler","B","1"
"973","Buxton","B","1"
"974","Buz","B","1"
"975","Buzz","B","1"
"976","Byatt","B","1"
"977","Byram","B","1"
"978","Byrd","B","1"
"979","Byron","B","1"
"980","Cab","C","1"
"981","Cabe","C","1"
"982","Cable","C","1"
"983","Cabot","C","1"
"984","Cadao","C","1"
"985","Caddock","C","1"
"986","Cade","C","1"
"987","Cadell","C","1"
"988","Caden","C","1"
"989","Cadence","C","1"
"990","Cadman","C","1"
"991","Cadmus","C","1"
"992","Cadoc","C","1"
"993","Cadogan","C","1"
"994","Cador","C","1"
"995","Cael","C","1"
"996","Caelan","C","1"
"997","Caesar","C","1"
"998","Caetano","C","1"
"999","Cage","C","1"
"1000","Cager","C","1"
"1001","Cagney","C","1"
"1002","Cahir","C","1"
"1003","Caiden","C","1"
"1004","Cailean","C","1"
"1005","Cain","C","1"
"1006","Caio","C","1"
"1007","Cairn","C","1"
"1008","Cairo","C","1"
"1009","Caius","C","1"
"1010","Cal","C","1"
"1011","Calbert","C","1"
"1012","Calder","C","1"
"1013","Caldwell","C","1"
"1014","Cale","C","1"
"1015","Caleb","C","1"
"1016","Caledon","C","1"
"1017","Calen","C","1"
"1018","Calendar","C","1"
"1019","Calhoun","C","1"
"1020","Caliban","C","1"
"1021","California","C","1"
"1022","Calix","C","1"
"1023","Calixto","C","1"
"1024","Callaghan","C","1"
"1025","Callahan","C","1"
"1026","Callan","C","1"
"1027","Callaway","C","1"
"1028","Callen","C","1"
"1029","Callister","C","1"
"1030","Calloway","C","1"
"1031","Callum","C","1"
"1032","Calm","C","1"
"1033","Calton","C","1"
"1034","Calvert","C","1"
"1035","Calvin","C","1"
"1036","Calypso","C","1"
"1037","Cam","C","1"
"1038","Camden","C","1"
"1039","Camdyn","C","1"
"1040","Cameron","C","1"
"1041","Camillo","C","1"
"1042","Camilo","C","1"
"1043","Campbell","C","1"
"1044","Camren","C","1"
"1045","Camron","C","1"
"1046","Cana","C","1"
"1047","Canaan","C","1"
"1048","Canarsie","C","1"
"1049","Cannon","C","1"
"1050","Canto","C","1"
"1051","Canton","C","1"
"1052","Canute","C","1"
